128,1,3,2,3,3,1024,0.043008,0.202752,0.079872,0.325632,-1.000000,0.150528,0.052224
256,1,7,2,7,7,1024,0.087296,0.380608,0.225536,0.693440,-1.000000,0.288448,0.092160
512,1,15,2,15,15,1024,0.300000,0.815136,0.862464,1.977600,-1.000000,0.635936,0.179200
1024,1,31,2,31,31,1024,0.923200,2.197056,2.884384,6.004640,-1.000000,1.844800,0.352256
2048,1,63,2,63,63,1024,3.370336,9.959072,11.252320,24.581730,-1.000000,9.256608,0.702464
4096,1,127,2,127,127,1024,13.565312,62.563297,43.764385,119.892990,-1.000000,61.112289,1.451008
8192,1,255,2,255,255,1024,104.649567,461.197357,175.686722,741.533630,-1.000000,458.333221,2.864128
16384,1,511,2,511,511,1024,405.260254,3614.680176,699.477417,4719.417969,-1.000000,3608.814697,5.865472
32768,1,1023,2,1023,1023,1024,1391.396118,28975.365234,2783.502930,33150.265625,-1.000000,28958.910156,16.455681
