128,1,3,2,3,3,1024,0.095469,0.478021,0.237865,0.811355,-1.000000,0.377032,0.100989
256,1,7,2,7,7,1024,0.189323,2.069479,0.423906,2.682708,-1.000000,1.891823,0.177656
512,1,15,2,15,15,1024,0.697604,12.133125,1.044740,13.875469,-1.000000,11.755573,0.377552
1024,1,31,2,31,31,1024,2.532709,86.970520,3.088803,92.592033,-1.000000,85.640366,1.330156
2048,1,63,2,63,63,1024,8.370625,664.850464,8.881406,682.102478,-1.000000,655.610779,9.239687
4096,1,127,2,127,127,1024,31.701302,5465.858887,30.932083,5528.492188,-1.000000,5399.507324,66.351357
8192,1,255,2,255,255,1024,113.062920,47324.867188,111.713280,47549.644531,-1.000000,46802.566406,522.298767
16384,1,511,2,511,511,1024,451.415619,713222.250000,459.155151,714132.812500,-1.000000,710563.687500,2658.586914
